Sample;Dataset;Known IDH status;Predicted IDH status
GSM6689835;GSE216738;;pIDH-WT
GSM6689836;GSE216738;;pIDH-WT
GSM6689837;GSE216738;;pIDH-WT
GSM6689838;GSE216738;;pIDH-WT
GSM6689839;GSE216738;;pIDH-WT
GSM6689840;GSE216738;;pIDH-WT
GSM6689841;GSE216738;;pIDH-WT
GSM6689842;GSE216738;;pIDH-WT
GSM6689843;GSE216738;;pIDH-MUT
GSM6689844;GSE216738;;pIDH-MUT
GSM6689845;GSE216738;;pIDH-WT
GSM6689846;GSE216738;;pIDH-WT
GSM6689847;GSE216738;;pIDH-MUT
GSM6689848;GSE216738;;pIDH-WT
GSM6689849;GSE216738;;pIDH-WT
GSM6689850;GSE216738;;pIDH-WT
GSM6689851;GSE216738;;pIDH-WT
GSM6689852;GSE216738;;pIDH-WT
GSM6689853;GSE216738;;pIDH-WT
GSM6689854;GSE216738;;pIDH-WT
GSM6689855;GSE216738;;pIDH-WT
GSM6689856;GSE216738;;pIDH-MUT
GSM6689857;GSE216738;;pIDH-WT
GSM6689858;GSE216738;;pIDH-WT
GSM6689859;GSE216738;;pIDH-WT
GSM6689860;GSE216738;;pIDH-WT
GSM6689861;GSE216738;;pIDH-WT
GSM6689862;GSE216738;;pIDH-WT
GSM6689863;GSE216738;;pIDH-WT
GSM6689864;GSE216738;;pIDH-MUT
GSM6689865;GSE216738;;pIDH-WT
GSM6689866;GSE216738;;pIDH-MUT
GSM6689867;GSE216738;;pIDH-WT
GSM6689868;GSE216738;;pIDH-WT
GSM6689869;GSE216738;;pIDH-WT
GSM6689870;GSE216738;;pIDH-WT
GSM6689871;GSE216738;;pIDH-WT
GSM6689872;GSE216738;;pIDH-MUT
GSM6689873;GSE216738;;pIDH-MUT
GSM6689874;GSE216738;;pIDH-WT
GSM6689875;GSE216738;;pIDH-MUT
GSM6689876;GSE216738;;pIDH-MUT
GSM6689877;GSE216738;;pIDH-WT
GSM6689878;GSE216738;;pIDH-WT
GSM6689879;GSE216738;;pIDH-WT
GSM6689880;GSE216738;;pIDH-WT
GSM6689881;GSE216738;;pIDH-WT
GSM6689882;GSE216738;;pIDH-WT
GSM6689883;GSE216738;;pIDH-MUT
GSM6689884;GSE216738;;pIDH-MUT
GSM6689885;GSE216738;;pIDH-WT
GSM6689886;GSE216738;;pIDH-WT
GSM6689887;GSE216738;;pIDH-WT
GSM6689888;GSE216738;;pIDH-MUT
GSM6689889;GSE216738;;pIDH-WT
GSM6689890;GSE216738;;pIDH-WT
GSM6689891;GSE216738;;pIDH-WT
GSM6689892;GSE216738;;pIDH-WT
GSM6689893;GSE216738;;pIDH-WT
GSM6689894;GSE216738;;pIDH-WT
GSM6689895;GSE216738;;pIDH-WT
GSM6689896;GSE216738;;pIDH-WT
GSM6689897;GSE216738;;pIDH-WT
GSM6689898;GSE216738;;pIDH-WT
GSM6689899;GSE216738;;pIDH-MUT
GSM6689900;GSE216738;;pIDH-WT
GSM6689901;GSE216738;;pIDH-WT
GSM6689902;GSE216738;;pIDH-WT
GSM6689903;GSE216738;;pIDH-WT
GSM6689904;GSE216738;;pIDH-WT
GSM6689905;GSE216738;;pIDH-MUT
GSM6689906;GSE216738;;pIDH-WT
GSM6689907;GSE216738;;pIDH-WT
GSM6689908;GSE216738;;pIDH-WT
GSM6689909;GSE216738;;pIDH-WT
GSM6689910;GSE216738;;pIDH-WT
GSM6689911;GSE216738;;pIDH-WT
GSM6689912;GSE216738;;pIDH-WT
GSM6689913;GSE216738;;pIDH-WT
GSM6689914;GSE216738;;pIDH-MUT
GSM6689915;GSE216738;;pIDH-WT
GSM6689916;GSE216738;;pIDH-WT
GSM6689917;GSE216738;;pIDH-WT
GSM6689918;GSE216738;;pIDH-MUT
GSM6689919;GSE216738;;pIDH-WT
GSM6689920;GSE216738;;pIDH-MUT
GSM6689921;GSE216738;;pIDH-MUT
GSM6689922;GSE216738;;pIDH-WT
GSM6689923;GSE216738;;pIDH-WT
GSM6689924;GSE216738;;pIDH-MUT
GSM6689925;GSE216738;;pIDH-WT
GSM6689926;GSE216738;;pIDH-WT
GSM6689927;GSE216738;;pIDH-WT
GSM6689928;GSE216738;;pIDH-WT
GSM6689929;GSE216738;;pIDH-WT
GSM6689930;GSE216738;;pIDH-WT
GSM6689931;GSE216738;;pIDH-WT
GSM6689932;GSE216738;;pIDH-WT
GSM6689933;GSE216738;;pIDH-WT
GSM6689934;GSE216738;;pIDH-WT
GSM6689935;GSE216738;;pIDH-WT
GSM6689936;GSE216738;;pIDH-WT
GSM6689937;GSE216738;;pIDH-WT
GSM6689938;GSE216738;;pIDH-WT
GSM6689939;GSE216738;;pIDH-WT
GSM6689940;GSE216738;;pIDH-WT
GSM6689941;GSE216738;;pIDH-MUT
GSM6689942;GSE216738;;pIDH-WT
GSM6689943;GSE216738;;pIDH-WT
GSM6689944;GSE216738;;pIDH-MUT
GSM6689945;GSE216738;;pIDH-WT
GSM6689946;GSE216738;;pIDH-WT
GSM6689947;GSE216738;;pIDH-WT
GSM6689948;GSE216738;;pIDH-WT
GSM6689949;GSE216738;;pIDH-MUT
GSM6689950;GSE216738;;pIDH-WT
GSM6689951;GSE216738;;pIDH-WT
GSM6689952;GSE216738;;pIDH-WT
GSM6689953;GSE216738;;pIDH-WT
GSM6689954;GSE216738;;pIDH-MUT
GSM6689955;GSE216738;;pIDH-WT
GSM6689956;GSE216738;;pIDH-WT
GSM6689957;GSE216738;;pIDH-WT
GSM6689958;GSE216738;;pIDH-WT
GSM6689959;GSE216738;;pIDH-WT
GSM6689960;GSE216738;;pIDH-WT
GSM6689961;GSE216738;;pIDH-WT
GSM6689962;GSE216738;;pIDH-WT
GSM6689963;GSE216738;;pIDH-WT
GSM6689964;GSE216738;;pIDH-WT
GSM6689965;GSE216738;;pIDH-WT
GSM6689966;GSE216738;;pIDH-WT
GSM6689967;GSE216738;;pIDH-WT
GSM6689968;GSE216738;;pIDH-WT
GSM6689969;GSE216738;;pIDH-WT
GSM6689970;GSE216738;;pIDH-WT
GSM6689971;GSE216738;;pIDH-WT
GSM6689972;GSE216738;;pIDH-WT
GSM6689973;GSE216738;;pIDH-WT
GSM6689974;GSE216738;;pIDH-WT
GSM6689975;GSE216738;;pIDH-WT
GSM6689976;GSE216738;;pIDH-WT
GSM6689977;GSE216738;;pIDH-WT
GSM6689978;GSE216738;;pIDH-WT
GSM6689979;GSE216738;;pIDH-WT
GSM6689980;GSE216738;;pIDH-WT
GSM6689981;GSE216738;;pIDH-WT
GSM6689982;GSE216738;;pIDH-WT
GSM6689983;GSE216738;;pIDH-WT
GSM6689984;GSE216738;;pIDH-WT
GSM6689985;GSE216738;;pIDH-WT
GSM6689986;GSE216738;;pIDH-WT
GSM6689987;GSE216738;;pIDH-WT
GSM6689988;GSE216738;;pIDH-WT
GSM6689989;GSE216738;;pIDH-WT
GSM6689990;GSE216738;;pIDH-WT
GSM6689991;GSE216738;;pIDH-WT
GSM6689992;GSE216738;;pIDH-WT
GSM6689993;GSE216738;;pIDH-WT
GSM6689994;GSE216738;;pIDH-MUT
GSM6689995;GSE216738;;pIDH-WT
GSM6689996;GSE216738;;pIDH-WT
GSM6689997;GSE216738;;pIDH-MUT
GSM6689998;GSE216738;;pIDH-WT
GSM6689999;GSE216738;;pIDH-WT
GSM6690000;GSE216738;;pIDH-WT
GSM6690001;GSE216738;;pIDH-MUT
GSM6690002;GSE216738;;pIDH-WT
GSM6690003;GSE216738;;pIDH-WT
GSM6690004;GSE216738;;pIDH-WT
GSM6690005;GSE216738;;pIDH-WT
GSM6690006;GSE216738;;pIDH-WT
GSM6690007;GSE216738;;pIDH-MUT
GSM6690008;GSE216738;;pIDH-WT
GSM6690009;GSE216738;;pIDH-WT
GSM6690010;GSE216738;;pIDH-WT
GSM6690011;GSE216738;;pIDH-MUT
GSM6690012;GSE216738;;pIDH-MUT
GSM6690013;GSE216738;;pIDH-WT
GSM6690014;GSE216738;;pIDH-WT
GSM6690015;GSE216738;;pIDH-WT
GSM6690016;GSE216738;;pIDH-WT
GSM6690017;GSE216738;;pIDH-WT
GSM6690018;GSE216738;;pIDH-WT
GSM6690019;GSE216738;;pIDH-MUT
GSM6690020;GSE216738;;pIDH-WT
GSM6690021;GSE216738;;pIDH-WT
GSM6690022;GSE216738;;pIDH-WT
GSM6690023;GSE216738;;pIDH-WT
GSM6690024;GSE216738;;pIDH-WT
GSM6690025;GSE216738;;pIDH-WT
GSM6690026;GSE216738;;pIDH-WT
GSM6690027;GSE216738;;pIDH-WT
GSM6690028;GSE216738;;pIDH-MUT
GSM6690029;GSE216738;;pIDH-WT
GSM6690030;GSE216738;;pIDH-WT
GSM6690031;GSE216738;;pIDH-MUT
GSM6690032;GSE216738;;pIDH-WT
GSM6690033;GSE216738;;pIDH-WT
GSM6690034;GSE216738;;pIDH-MUT
GSM6690035;GSE216738;;pIDH-MUT
GSM6690036;GSE216738;;pIDH-WT
GSM6690037;GSE216738;;pIDH-WT
GSM6690038;GSE216738;;pIDH-WT
GSM6690039;GSE216738;;pIDH-WT
GSM6690040;GSE216738;;pIDH-WT
GSM6690041;GSE216738;;pIDH-WT
GSM6690042;GSE216738;;pIDH-WT
GSM6690043;GSE216738;;pIDH-WT
GSM6690044;GSE216738;;pIDH-WT
GSM6690045;GSE216738;;pIDH-WT
GSM6690046;GSE216738;;pIDH-WT
GSM6690047;GSE216738;;pIDH-WT
GSM6690048;GSE216738;;pIDH-WT
GSM6690049;GSE216738;;pIDH-WT
GSM6690050;GSE216738;;pIDH-WT
GSM6690051;GSE216738;;pIDH-WT
GSM6690052;GSE216738;;pIDH-WT
GSM6690053;GSE216738;;pIDH-WT
GSM6690054;GSE216738;;pIDH-WT
GSM6690055;GSE216738;;pIDH-WT
GSM6690056;GSE216738;;pIDH-WT
GSM6690057;GSE216738;;pIDH-MUT
GSM6690058;GSE216738;;pIDH-WT
GSM6690059;GSE216738;;pIDH-MUT
GSM6690060;GSE216738;;pIDH-WT
GSM6690061;GSE216738;;pIDH-WT
GSM6690062;GSE216738;;pIDH-WT
GSM6690063;GSE216738;;pIDH-WT
GSM6690064;GSE216738;;pIDH-WT
GSM6690065;GSE216738;;pIDH-WT
GSM6690066;GSE216738;;pIDH-WT
GSM6690067;GSE216738;;pIDH-WT
GSM6690068;GSE216738;;pIDH-WT
GSM6690069;GSE216738;;pIDH-WT
GSM6690070;GSE216738;;pIDH-MUT
GSM6690071;GSE216738;;pIDH-WT
GSM6690072;GSE216738;;pIDH-WT
GSM6690073;GSE216738;;pIDH-WT
GSM6690074;GSE216738;;pIDH-MUT
GSM6690075;GSE216738;;pIDH-MUT
GSM6690076;GSE216738;;pIDH-WT
GSM6690077;GSE216738;;pIDH-WT
GSM6690078;GSE216738;;pIDH-WT
GSM6690079;GSE216738;;pIDH-MUT
GSM6690080;GSE216738;;pIDH-MUT
GSM6690081;GSE216738;;pIDH-WT
GSM6690082;GSE216738;;pIDH-WT
GSM6690083;GSE216738;;pIDH-WT
GSM6690084;GSE216738;;pIDH-WT
GSM6690085;GSE216738;;pIDH-MUT
GSM6690086;GSE216738;;pIDH-WT
GSM6690087;GSE216738;;pIDH-WT
GSM6690088;GSE216738;;pIDH-WT
GSM6690089;GSE216738;;pIDH-WT
GSM6690090;GSE216738;;pIDH-MUT
GSM6690091;GSE216738;;pIDH-MUT
GSM6690092;GSE216738;;pIDH-MUT
GSM6690093;GSE216738;;pIDH-WT
GSM6690094;GSE216738;;pIDH-WT
GSM6690095;GSE216738;;pIDH-WT
GSM6690096;GSE216738;;pIDH-MUT
GSM6690097;GSE216738;;pIDH-WT
GSM6690098;GSE216738;;pIDH-WT
GSM6690099;GSE216738;;pIDH-MUT
GSM6690100;GSE216738;;pIDH-WT
GSM6690101;GSE216738;;pIDH-WT
GSM6690102;GSE216738;;pIDH-MUT
GSM6690103;GSE216738;;pIDH-WT
GSM6690104;GSE216738;;pIDH-MUT
GSM6690105;GSE216738;;pIDH-WT
GSM6690106;GSE216738;;pIDH-WT
GSM6690107;GSE216738;;pIDH-WT
GSM6690108;GSE216738;;pIDH-WT
GSM6690109;GSE216738;;pIDH-MUT
GSM6690110;GSE216738;;pIDH-MUT
GSM6690111;GSE216738;;pIDH-WT
GSM6690112;GSE216738;;pIDH-WT
GSM6690113;GSE216738;;pIDH-WT
GSM6690114;GSE216738;;pIDH-WT
GSM6690115;GSE216738;;pIDH-WT
GSM6690116;GSE216738;;pIDH-WT
GSM6690117;GSE216738;;pIDH-WT
GSM6690118;GSE216738;;pIDH-WT
GSM6690119;GSE216738;;pIDH-WT
GSM6690120;GSE216738;;pIDH-WT
GSM6690121;GSE216738;;pIDH-WT
GSM6690122;GSE216738;;pIDH-WT
GSM6690123;GSE216738;;pIDH-WT
GSM6690124;GSE216738;;pIDH-WT
GSM6690125;GSE216738;;pIDH-WT
GSM6690126;GSE216738;;pIDH-MUT
GSM6690127;GSE216738;;pIDH-WT
GSM6690128;GSE216738;;pIDH-WT
GSM6690129;GSE216738;;pIDH-WT
GSM6690130;GSE216738;;pIDH-WT
GSM6690131;GSE216738;;pIDH-WT
GSM6690132;GSE216738;;pIDH-WT
GSM6690133;GSE216738;;pIDH-MUT
GSM6690134;GSE216738;;pIDH-WT
GSM6690135;GSE216738;;pIDH-WT
GSM6690136;GSE216738;;pIDH-WT
GSM6690137;GSE216738;;pIDH-WT
GSM6690138;GSE216738;;pIDH-MUT
GSM6690139;GSE216738;;pIDH-WT
GSM6690140;GSE216738;;pIDH-MUT
GSM6690141;GSE216738;;pIDH-WT
GSM6690142;GSE216738;;pIDH-WT
GSM6690143;GSE216738;;pIDH-WT
GSM6690144;GSE216738;;pIDH-WT
GSM6690145;GSE216738;;pIDH-WT
GSM6690146;GSE216738;;pIDH-WT
GSM6690147;GSE216738;;pIDH-WT
GSM6690148;GSE216738;;pIDH-WT
GSM6690149;GSE216738;;pIDH-WT
GSM6690150;GSE216738;;pIDH-WT
GSM6690151;GSE216738;;pIDH-WT
GSM6690152;GSE216738;;pIDH-WT
GSM6690153;GSE216738;;pIDH-WT
GSM6690154;GSE216738;;pIDH-WT
GSM6690155;GSE216738;;pIDH-WT
GSM6690156;GSE216738;;pIDH-WT
GSM6690157;GSE216738;;pIDH-WT
GSM6690158;GSE216738;;pIDH-WT
GSM6690159;GSE216738;;pIDH-MUT
GSM6690160;GSE216738;;pIDH-WT
GSM6690161;GSE216738;;pIDH-WT
GSM6690162;GSE216738;;pIDH-WT
GSM6690163;GSE216738;;pIDH-WT
GSM6690164;GSE216738;;pIDH-WT
GSM6690165;GSE216738;;pIDH-WT
GSM6690166;GSE216738;;pIDH-WT
GSM6690167;GSE216738;;pIDH-WT
GSM6690168;GSE216738;;pIDH-WT
GSM6690169;GSE216738;;pIDH-WT
GSM6690170;GSE216738;;pIDH-MUT
GSM6690171;GSE216738;;pIDH-WT
GSM6690172;GSE216738;;pIDH-WT
GSM6690173;GSE216738;;pIDH-WT
GSM6690174;GSE216738;;pIDH-WT
GSM6690175;GSE216738;;pIDH-WT
GSM6690176;GSE216738;;pIDH-WT
GSM6690177;GSE216738;;pIDH-MUT
GSM6690178;GSE216738;;pIDH-WT
GSM6690179;GSE216738;;pIDH-WT
GSM6690180;GSE216738;;pIDH-MUT
GSM6690181;GSE216738;;pIDH-MUT
GSM6690182;GSE216738;;pIDH-WT
GSM6690183;GSE216738;;pIDH-WT
GSM6690184;GSE216738;;pIDH-WT
GSM6690185;GSE216738;;pIDH-MUT
GSM6690186;GSE216738;;pIDH-WT
GSM6690187;GSE216738;;pIDH-MUT
GSM6690188;GSE216738;;pIDH-WT
GSM6690189;GSE216738;;pIDH-WT
GSM6690190;GSE216738;;pIDH-WT
GSM6690191;GSE216738;;pIDH-MUT
GSM6690192;GSE216738;;pIDH-MUT
GSM6690193;GSE216738;;pIDH-WT
GSM6690194;GSE216738;;pIDH-WT
GSM6690195;GSE216738;;pIDH-WT
GSM6690196;GSE216738;;pIDH-WT
GSM6690197;GSE216738;;pIDH-WT
GSM6690198;GSE216738;;pIDH-MUT
GSM6690199;GSE216738;;pIDH-WT
GSM6690200;GSE216738;;pIDH-WT
GSM6690201;GSE216738;;pIDH-WT
GSM6690202;GSE216738;;pIDH-MUT
GSM6690203;GSE216738;;pIDH-MUT
GSM6690204;GSE216738;;pIDH-WT
GSM6690205;GSE216738;;pIDH-WT
GSM6690206;GSE216738;;pIDH-WT
GSM564609;GSE22845;;pIDH-WT
GSM564610;GSE22845;;pIDH-MUT
GSM564611;GSE22845;;pIDH-WT
GSM564612;GSE22845;;pIDH-WT
GSM564613;GSE22845;;pIDH-MUT
GSM564614;GSE22845;;pIDH-WT
GSM564615;GSE22845;;pIDH-WT
GSM564616;GSE22845;;pIDH-WT
GSM564617;GSE22845;;pIDH-WT
GSM564618;GSE22845;;pIDH-WT
GSM564619;GSE22845;;pIDH-WT
GSM564620;GSE22845;;pIDH-WT
GSM564621;GSE22845;;pIDH-WT
GSM564622;GSE22845;;pIDH-WT
GSM564623;GSE22845;;pIDH-MUT
GSM564624;GSE22845;;pIDH-WT
GSM564625;GSE22845;;pIDH-WT
GSM564626;GSE22845;;pIDH-WT
GSM564627;GSE22845;;pIDH-WT
GSM564628;GSE22845;;pIDH-WT
GSM564629;GSE22845;;pIDH-WT
GSM564630;GSE22845;;pIDH-WT
GSM564631;GSE22845;;pIDH-WT
GSM564632;GSE22845;;pIDH-MUT
GSM564633;GSE22845;;pIDH-WT
GSM564634;GSE22845;;pIDH-MUT
GSM564635;GSE22845;;pIDH-WT
GSM564636;GSE22845;;pIDH-WT
GSM564637;GSE22845;;pIDH-WT
GSM564638;GSE22845;;pIDH-WT
GSM564639;GSE22845;;pIDH-WT
GSM564640;GSE22845;;pIDH-WT
GSM564641;GSE22845;;pIDH-WT
GSM564642;GSE22845;;pIDH-WT
GSM564643;GSE22845;;pIDH-WT
GSM564644;GSE22845;;pIDH-MUT
GSM564645;GSE22845;;pIDH-WT
GSM564646;GSE22845;;pIDH-WT
GSM564647;GSE22845;;pIDH-WT
GSM564648;GSE22845;;pIDH-WT
GSM564649;GSE22845;;pIDH-WT
GSM564650;GSE22845;;pIDH-WT
GSM564651;GSE22845;;pIDH-WT
GSM564652;GSE22845;;pIDH-MUT
GSM564653;GSE22845;;pIDH-WT
GSM564654;GSE22845;;pIDH-WT
GSM564655;GSE22845;;pIDH-WT
GSM564656;GSE22845;;pIDH-WT
GSM564657;GSE22845;;pIDH-WT
GSM564658;GSE22845;;pIDH-WT
GSM564659;GSE22845;;pIDH-WT
GSM564660;GSE22845;;pIDH-MUT
GSM564661;GSE22845;;pIDH-WT
GSM564662;GSE22845;;pIDH-WT
GSM564663;GSE22845;;pIDH-WT
GSM564664;GSE22845;;pIDH-WT
GSM564665;GSE22845;;pIDH-WT
GSM564666;GSE22845;;pIDH-MUT
GSM564667;GSE22845;;pIDH-MUT
GSM564668;GSE22845;;pIDH-WT
GSM564669;GSE22845;;pIDH-WT
GSM564670;GSE22845;;pIDH-MUT
GSM564671;GSE22845;;pIDH-MUT
GSM564672;GSE22845;;pIDH-WT
GSM564673;GSE22845;;pIDH-MUT
GSM564674;GSE22845;;pIDH-WT
GSM564675;GSE22845;;pIDH-WT
GSM564676;GSE22845;;pIDH-WT
GSM564677;GSE22845;;pIDH-WT
GSM564678;GSE22845;;pIDH-WT
GSM564679;GSE22845;;pIDH-WT
GSM564680;GSE22845;;pIDH-WT
GSM564681;GSE22845;;pIDH-MUT
GSM564682;GSE22845;;pIDH-WT
GSM564683;GSE22845;;pIDH-MUT
GSM564684;GSE22845;;pIDH-WT
GSM564685;GSE22845;;pIDH-WT
GSM564686;GSE22845;;pIDH-WT
GSM564687;GSE22845;;pIDH-MUT
GSM564688;GSE22845;;pIDH-WT
GSM564689;GSE22845;;pIDH-WT
GSM564690;GSE22845;;pIDH-WT
GSM564691;GSE22845;;pIDH-WT
GSM564692;GSE22845;;pIDH-WT
GSM564693;GSE22845;;pIDH-WT
GSM564694;GSE22845;;pIDH-WT
GSM564695;GSE22845;;pIDH-WT
GSM564696;GSE22845;;pIDH-WT
GSM564697;GSE22845;;pIDH-WT
GSM564698;GSE22845;;pIDH-MUT
GSM564699;GSE22845;;pIDH-WT
GSM564700;GSE22845;;pIDH-WT
GSM564701;GSE22845;;pIDH-WT
GSM564702;GSE22845;;pIDH-MUT
GSM564703;GSE22845;;pIDH-WT
GSM564704;GSE22845;;pIDH-WT
GSM564705;GSE22845;;pIDH-WT
GSM564706;GSE22845;;pIDH-WT
GSM564707;GSE22845;;pIDH-WT
GSM564708;GSE22845;;pIDH-MUT
GSM564709;GSE22845;;pIDH-WT
GSM564710;GSE22845;;pIDH-MUT
GSM564711;GSE22845;;pIDH-WT
GSM564712;GSE22845;;pIDH-MUT
GSM564713;GSE22845;;pIDH-WT
GSM564714;GSE22845;;pIDH-WT
GSM564715;GSE22845;;pIDH-MUT
GSM564716;GSE22845;;pIDH-WT
GSM564717;GSE22845;;pIDH-WT
GSM564718;GSE22845;;pIDH-WT
GSM564719;GSE22845;;pIDH-WT
GSM564720;GSE22845;;pIDH-MUT
GSM564721;GSE22845;;pIDH-WT
GSM564722;GSE22845;;pIDH-WT
GSM564723;GSE22845;;pIDH-MUT
GSM564724;GSE22845;;pIDH-WT
GSM564725;GSE22845;;pIDH-WT
GSM564726;GSE22845;;pIDH-WT
GSM564727;GSE22845;;pIDH-MUT
GSM564728;GSE22845;;pIDH-WT
GSM564729;GSE22845;;pIDH-MUT
GSM564730;GSE22845;;pIDH-MUT
GSM564731;GSE22845;;pIDH-WT
GSM564732;GSE22845;;pIDH-WT
GSM564733;GSE22845;;pIDH-WT
GSM564734;GSE22845;;pIDH-WT
GSM564735;GSE22845;;pIDH-WT
GSM564736;GSE22845;;pIDH-WT
GSM564737;GSE22845;;pIDH-WT
GSM564738;GSE22845;;pIDH-WT
GSM564739;GSE22845;;pIDH-WT
GSM564740;GSE22845;;pIDH-WT
GSM564741;GSE22845;;pIDH-WT
GSM564742;GSE22845;;pIDH-WT
GSM564743;GSE22845;;pIDH-MUT
GSM564744;GSE22845;;pIDH-MUT
GSM564745;GSE22845;;pIDH-MUT
GSM564746;GSE22845;;pIDH-WT
GSM564747;GSE22845;;pIDH-WT
GSM564748;GSE22845;;pIDH-WT
GSM564749;GSE22845;;pIDH-WT
GSM564750;GSE22845;;pIDH-WT
GSM564751;GSE22845;;pIDH-WT
GSM564752;GSE22845;;pIDH-WT
GSM564753;GSE22845;;pIDH-WT
GSM564754;GSE22845;;pIDH-WT
GSM564755;GSE22845;;pIDH-MUT
GSM564756;GSE22845;;pIDH-WT
GSM564757;GSE22845;;pIDH-WT
GSM564758;GSE22845;;pIDH-WT
GSM564759;GSE22845;;pIDH-WT
GSM564760;GSE22845;;pIDH-WT
GSM564761;GSE22845;;pIDH-WT
GSM564762;GSE22845;;pIDH-MUT
GSM6837114;GSE232130;;pIDH-WT
GSM6837116;GSE232130;;pIDH-WT
GSM6837117;GSE232130;;pIDH-WT
GSM6837118;GSE232130;;pIDH-WT
GSM6837120;GSE232130;;pIDH-WT
GSM6837123;GSE232130;;pIDH-WT
GSM6837125;GSE232130;;pIDH-WT
GSM6837126;GSE232130;;pIDH-WT
GSM6837128;GSE232130;;pIDH-MUT
GSM6837129;GSE232130;;pIDH-WT
GSM6837130;GSE232130;;pIDH-WT
GSM6837133;GSE232130;;pIDH-WT
GSM6837134;GSE232130;;pIDH-WT
GSM6837135;GSE232130;;pIDH-WT
GSM6837137;GSE232130;;pIDH-WT
GSM6837138;GSE232130;;pIDH-WT
GSM6837140;GSE232130;;pIDH-WT
GSM6837142;GSE232130;;pIDH-WT
GSM6837143;GSE232130;;pIDH-WT
GSM6837144;GSE232130;;pIDH-WT
GSM6837145;GSE232130;;pIDH-WT
GSM6837148;GSE232130;;pIDH-MUT
GSM6837149;GSE232130;;pIDH-WT
GSM6837151;GSE232130;;pIDH-WT
GSM6837152;GSE232130;;pIDH-WT
GSM6837153;GSE232130;;pIDH-WT
GSM6837154;GSE232130;;pIDH-WT
GSM6837155;GSE232130;;pIDH-WT
GSM6837159;GSE232130;;pIDH-WT
GSM6837163;GSE232130;;pIDH-WT
GSM6837166;GSE232130;;pIDH-WT
GSM6837168;GSE232130;;pIDH-WT
GSM6837169;GSE232130;;pIDH-WT
GSM6837170;GSE232130;;pIDH-WT
GSM6837171;GSE232130;;pIDH-WT
GSM6837175;GSE232130;;pIDH-WT
GSM6837179;GSE232130;;pIDH-MUT
GSM6837180;GSE232130;;pIDH-WT
GSM6837183;GSE232130;;pIDH-WT
GSM6837187;GSE232130;;pIDH-WT
GSM6837188;GSE232130;;pIDH-WT
GSM6837191;GSE232130;;pIDH-WT
GSM6837194;GSE232130;;pIDH-WT
GSM6837197;GSE232130;;pIDH-WT
GSM6837201;GSE232130;;pIDH-MUT
GSM6837202;GSE232130;;pIDH-WT
GSM6837204;GSE232130;;pIDH-MUT
GSM6837205;GSE232130;;pIDH-MUT
GSM6837207;GSE232130;;pIDH-WT
GSM6837208;GSE232130;;pIDH-WT
GSM6837209;GSE232130;;pIDH-MUT
GSM6837210;GSE232130;;pIDH-WT
GSM6837212;GSE232130;;pIDH-MUT
GSM6837214;GSE232130;;pIDH-WT
GSM6837215;GSE232130;;pIDH-MUT
GSM6837218;GSE232130;;pIDH-MUT
GSM6837219;GSE232130;;pIDH-MUT
GSM6837223;GSE232130;;pIDH-WT
GSM6837228;GSE232130;;pIDH-WT
GSM6837229;GSE232130;;pIDH-MUT
GSM6837230;GSE232130;;pIDH-MUT
GSM6837231;GSE232130;;pIDH-WT
GSM6837232;GSE232130;;pIDH-WT
GSM6837235;GSE232130;;pIDH-WT
GSM6837236;GSE232130;;pIDH-MUT
GSM6837238;GSE232130;;pIDH-WT
GSM6837239;GSE232130;;pIDH-WT
GSM6837240;GSE232130;;pIDH-MUT
GSM6837241;GSE232130;;pIDH-WT
GSM6837242;GSE232130;;pIDH-WT
GSM6837243;GSE232130;;pIDH-WT
GSM6837244;GSE232130;;pIDH-WT
GSM6837245;GSE232130;;pIDH-MUT
GSM6837247;GSE232130;;pIDH-WT
GSM6837248;GSE232130;;pIDH-WT
GSM6837249;GSE232130;;pIDH-WT
GSM6837250;GSE232130;;pIDH-WT
GSM6837251;GSE232130;;pIDH-WT
GSM6837254;GSE232130;;pIDH-MUT
GSM6837255;GSE232130;;pIDH-WT
GSM6837256;GSE232130;;pIDH-WT
GSM6837257;GSE232130;;pIDH-WT
GSM6837259;GSE232130;;pIDH-WT
GSM6837260;GSE232130;;pIDH-WT
GSM6837261;GSE232130;;pIDH-WT
GSM6837263;GSE232130;;pIDH-WT
GSM6837265;GSE232130;;pIDH-WT
GSM6837267;GSE232130;;pIDH-WT
GSM6837268;GSE232130;;pIDH-WT
GSM6837270;GSE232130;;pIDH-MUT
GSM6837271;GSE232130;;pIDH-WT
GSM6837272;GSE232130;;pIDH-MUT
GSM6837274;GSE232130;;pIDH-WT
GSM6837275;GSE232130;;pIDH-WT
GSM6837276;GSE232130;;pIDH-WT
GSM6837278;GSE232130;;pIDH-WT
GSM6837279;GSE232130;;pIDH-WT
GSM6837280;GSE232130;;pIDH-WT
GSM6837281;GSE232130;;pIDH-WT
GSM6837282;GSE232130;;pIDH-WT
GSM6837283;GSE232130;;pIDH-MUT
GSM6837284;GSE232130;;pIDH-MUT
GSM6837285;GSE232130;;pIDH-MUT
GSM6837286;GSE232130;;pIDH-MUT
GSM6837287;GSE232130;;pIDH-WT
GSM6837292;GSE232130;;pIDH-WT
GSM6837295;GSE232130;;pIDH-WT
GSM6837298;GSE232130;;pIDH-WT
GSM6837299;GSE232130;;pIDH-MUT
GSM6837301;GSE232130;;pIDH-WT
