Sample;Dataset;Known IDH status;Predicted IDH status
GSM4367752;GSE146173;IDH-WT;
GSM5033180;GSE165430;;pIDH-WT
GSM5033181;GSE165430;;pIDH-MUT
GSM5033182;GSE165430;;pIDH-MUT
GSM5033183;GSE165430;;pIDH-WT
GSM5033184;GSE165430;;pIDH-WT
GSM5033185;GSE165430;;pIDH-WT
GSM5033186;GSE165430;;pIDH-WT
GSM5033187;GSE165430;;pIDH-WT
GSM5033188;GSE165430;;pIDH-MUT
GSM5033189;GSE165430;;pIDH-WT
GSM5033190;GSE165430;;pIDH-MUT
GSM5033191;GSE165430;;pIDH-WT
GSM5033192;GSE165430;;pIDH-WT
GSM5033193;GSE165430;;pIDH-WT
GSM5033194;GSE165430;;pIDH-WT
GSM5033195;GSE165430;;pIDH-WT
GSM5033196;GSE165430;;pIDH-WT
GSM5033197;GSE165430;;pIDH-MUT
GSM5033198;GSE165430;;pIDH-MUT
GSM5033199;GSE165430;;pIDH-MUT
GSM5033200;GSE165430;;pIDH-WT
GSM5033201;GSE165430;;pIDH-WT
GSM5033202;GSE165430;;pIDH-WT
GSM5033203;GSE165430;;pIDH-MUT
GSM5033204;GSE165430;;pIDH-MUT
GSM5033205;GSE165430;;pIDH-WT
GSM5033206;GSE165430;;pIDH-WT
GSM5033207;GSE165430;;pIDH-WT
GSM5033208;GSE165430;;pIDH-WT
GSM5033209;GSE165430;;pIDH-WT
GSM5033210;GSE165430;;pIDH-WT
GSM5033211;GSE165430;;pIDH-WT
GSM5033212;GSE165430;;pIDH-WT
GSM5033213;GSE165430;;pIDH-WT
GSM5033214;GSE165430;;pIDH-WT
GSM5033215;GSE165430;;pIDH-WT
GSM5033216;GSE165430;;pIDH-WT
GSM5033217;GSE165430;;pIDH-MUT
GSM5033218;GSE165430;;pIDH-WT
GSM5033219;GSE165430;;pIDH-WT
GSM5033220;GSE165430;;pIDH-WT
GSM5033221;GSE165430;;pIDH-WT
GSM5033222;GSE165430;;pIDH-WT
GSM5033223;GSE165430;;pIDH-WT
GSM5033224;GSE165430;;pIDH-MUT
GSM5033225;GSE165430;;pIDH-WT
GSM5033226;GSE165430;;pIDH-WT
GSM5033227;GSE165430;;pIDH-MUT
GSM5033228;GSE165430;;pIDH-WT
GSM5033229;GSE165430;;pIDH-WT
GSM5033230;GSE165430;;pIDH-MUT
GSM5033231;GSE165430;;pIDH-WT
GSM5033232;GSE165430;;pIDH-WT
GSM5033233;GSE165430;;pIDH-WT
GSM5033234;GSE165430;;pIDH-WT
GSM5033235;GSE165430;;pIDH-MUT
GSM5033236;GSE165430;;pIDH-MUT
GSM5033237;GSE165430;;pIDH-WT
GSM5033238;GSE165430;;pIDH-MUT
GSM5033239;GSE165430;;pIDH-WT
GSM5033240;GSE165430;;pIDH-WT
GSM5033241;GSE165430;;pIDH-WT
GSM5033242;GSE165430;;pIDH-WT
GSM5033243;GSE165430;;pIDH-WT
GSM5033244;GSE165430;;pIDH-WT
GSM5033245;GSE165430;;pIDH-WT
GSM5033246;GSE165430;;pIDH-WT
GSM5033247;GSE165430;;pIDH-MUT
GSM5033248;GSE165430;;pIDH-WT
GSM5033249;GSE165430;;pIDH-WT
GSM5033250;GSE165430;;pIDH-WT
GSM5033251;GSE165430;;pIDH-WT
GSM5033252;GSE165430;;pIDH-WT
GSM5033253;GSE165430;;pIDH-WT
GSM5033254;GSE165430;;pIDH-MUT
GSM5033255;GSE165430;;pIDH-WT
GSM5033256;GSE165430;;pIDH-MUT
GSM5033257;GSE165430;;pIDH-WT
GSM5033258;GSE165430;;pIDH-WT
GSM5033259;GSE165430;;pIDH-WT
GSM5033260;GSE165430;;pIDH-WT
GSM5033261;GSE165430;;pIDH-MUT
GSM5033262;GSE165430;;pIDH-WT
GSM5033263;GSE165430;;pIDH-WT
GSM5033264;GSE165430;;pIDH-WT
GSM5033265;GSE165430;;pIDH-WT
GSM5033266;GSE165430;;pIDH-WT
GSM5033267;GSE165430;;pIDH-WT
GSM5033268;GSE165430;;pIDH-MUT
GSM5033269;GSE165430;;pIDH-MUT
GSM5033270;GSE165430;;pIDH-MUT
GSM5033271;GSE165430;;pIDH-WT
GSM5033272;GSE165430;;pIDH-MUT
GSM5033273;GSE165430;;pIDH-WT
GSM5033274;GSE165430;;pIDH-MUT
GSM5033275;GSE165430;;pIDH-WT
GSM5033276;GSE165430;;pIDH-WT
GSM5033277;GSE165430;;pIDH-WT
GSM5033278;GSE165430;;pIDH-WT
GSM5033279;GSE165430;;pIDH-WT
GSM5033280;GSE165430;;pIDH-WT
GSM5033281;GSE165430;;pIDH-WT
GSM5033282;GSE165430;;pIDH-WT
GSM5033283;GSE165430;;pIDH-MUT
GSM5033284;GSE165430;;pIDH-WT
GSM5033285;GSE165430;;pIDH-MUT
GSM5033286;GSE165430;;pIDH-WT
GSM5033287;GSE165430;;pIDH-WT
GSM5033288;GSE165430;;pIDH-WT
GSM5033289;GSE165430;;pIDH-WT
GSM5033290;GSE165430;;pIDH-WT
GSM5033291;GSE165430;;pIDH-WT
GSM5033292;GSE165430;;pIDH-WT
GSM5033293;GSE165430;;pIDH-WT
GSM5033294;GSE165430;;pIDH-WT
GSM5033295;GSE165430;;pIDH-WT
GSM5033296;GSE165430;;pIDH-WT
GSM5033297;GSE165430;;pIDH-MUT
GSM5033298;GSE165430;;pIDH-WT
GSM5033299;GSE165430;;pIDH-MUT
GSM5033300;GSE165430;;pIDH-WT
GSM5033301;GSE165430;;pIDH-WT
GSM5033302;GSE165430;;pIDH-WT
GSM5033303;GSE165430;;pIDH-WT
GSM5033304;GSE165430;;pIDH-MUT
GSM5033305;GSE165430;;pIDH-WT
GSM5033306;GSE165430;;pIDH-WT
GSM5033307;GSE165430;;pIDH-WT
GSM5033308;GSE165430;;pIDH-MUT
GSM5033309;GSE165430;;pIDH-WT
GSM5033310;GSE165430;;pIDH-WT
GSM5033311;GSE165430;;pIDH-WT
GSM5033312;GSE165430;;pIDH-WT
GSM5033313;GSE165430;;pIDH-WT
GSM5033314;GSE165430;;pIDH-WT
GSM5033315;GSE165430;;pIDH-WT
GSM5033316;GSE165430;;pIDH-WT
GSM5033317;GSE165430;;pIDH-WT
GSM5033318;GSE165430;;pIDH-WT
GSM5033319;GSE165430;;pIDH-WT
GSM5033320;GSE165430;;pIDH-WT
GSM5033321;GSE165430;;pIDH-WT
GSM5033322;GSE165430;;pIDH-WT
GSM5033323;GSE165430;;pIDH-WT
GSM5033324;GSE165430;;pIDH-WT
GSM5033325;GSE165430;;pIDH-WT
GSM5033326;GSE165430;;pIDH-WT
GSM5033327;GSE165430;;pIDH-WT
GSM5033328;GSE165430;;pIDH-WT
GSM5033329;GSE165430;;pIDH-WT
GSM5033330;GSE165430;;pIDH-WT
GSM5033331;GSE165430;;pIDH-WT
GSM5033332;GSE165430;;pIDH-MUT
GSM5033333;GSE165430;;pIDH-MUT
GSM5033334;GSE165430;;pIDH-WT
GSM5033335;GSE165430;;pIDH-WT
GSM5033336;GSE165430;;pIDH-MUT
GSM5033337;GSE165430;;pIDH-WT
GSM5033338;GSE165430;;pIDH-WT
GSM5033339;GSE165430;;pIDH-MUT
GSM5033340;GSE165430;;pIDH-WT
GSM5033341;GSE165430;;pIDH-WT
GSM5033342;GSE165430;;pIDH-WT
GSM5033343;GSE165430;;pIDH-WT
GSM5033344;GSE165430;;pIDH-WT
GSM5033345;GSE165430;;pIDH-WT
GSM5033346;GSE165430;;pIDH-WT
GSM5033347;GSE165430;;pIDH-WT
GSM5033348;GSE165430;;pIDH-WT
GSM5033349;GSE165430;;pIDH-WT
GSM5033350;GSE165430;;pIDH-WT
GSM5033351;GSE165430;;pIDH-WT
GSM5033352;GSE165430;;pIDH-WT
GSM5033353;GSE165430;;pIDH-WT
GSM5033354;GSE165430;;pIDH-WT
GSM5033355;GSE165430;;pIDH-WT
GSM5033356;GSE165430;;pIDH-WT
GSM5033357;GSE165430;;pIDH-WT
GSM5033358;GSE165430;;pIDH-WT
GSM5033359;GSE165430;;pIDH-WT
GSM5033360;GSE165430;;pIDH-WT
GSM5033361;GSE165430;;pIDH-WT
GSM5033362;GSE165430;;pIDH-WT
GSM5033363;GSE165430;;pIDH-WT
GSM5033364;GSE165430;;pIDH-WT
GSM5033365;GSE165430;;pIDH-WT
GSM5033366;GSE165430;;pIDH-WT
GSM5033367;GSE165430;;pIDH-WT
GSM5033368;GSE165430;;pIDH-WT
GSM5033369;GSE165430;;pIDH-MUT
GSM5033370;GSE165430;;pIDH-WT
GSM5033371;GSE165430;;pIDH-WT
GSM5033372;GSE165430;;pIDH-WT
GSM5033373;GSE165430;;pIDH-WT
GSM5033374;GSE165430;;pIDH-WT
GSM5033375;GSE165430;;pIDH-WT
GSM5033376;GSE165430;;pIDH-WT
GSM5033377;GSE165430;;pIDH-MUT
GSM5033378;GSE165430;;pIDH-MUT
GSM5033379;GSE165430;;pIDH-WT
GSM5033380;GSE165430;;pIDH-WT
GSM5033381;GSE165430;;pIDH-WT
GSM5033382;GSE165430;;pIDH-WT
GSM5033383;GSE165430;;pIDH-WT
GSM5033384;GSE165430;;pIDH-WT
GSM5033385;GSE165430;;pIDH-WT
GSM5033386;GSE165430;;pIDH-MUT
GSM5033387;GSE165430;;pIDH-WT
GSM5033388;GSE165430;;pIDH-MUT
GSM5033389;GSE165430;;pIDH-WT
GSM5033390;GSE165430;;pIDH-WT
GSM5033391;GSE165430;;pIDH-WT
GSM5033392;GSE165430;;pIDH-WT
GSM5033393;GSE165430;;pIDH-WT
GSM5033394;GSE165430;;pIDH-WT
GSM5033395;GSE165430;;pIDH-WT
GSM5033396;GSE165430;;pIDH-WT
GSM5033397;GSE165430;;pIDH-WT
GSM5033398;GSE165430;;pIDH-WT
GSM5033399;GSE165430;;pIDH-MUT
GSM5033400;GSE165430;;pIDH-WT
GSM5033401;GSE165430;;pIDH-WT
GSM5033402;GSE165430;;pIDH-WT
GSM5033403;GSE165430;;pIDH-WT
GSM5033404;GSE165430;;pIDH-WT
GSM5033405;GSE165430;;pIDH-WT
GSM5033406;GSE165430;;pIDH-WT
GSM5033407;GSE165430;;pIDH-WT
GSM5033408;GSE165430;;pIDH-WT
GSM5033409;GSE165430;;pIDH-MUT
GSM5033410;GSE165430;;pIDH-WT
GSM5033411;GSE165430;;pIDH-MUT
GSM5033412;GSE165430;;pIDH-MUT
GSM5033413;GSE165430;;pIDH-WT
GSM5033414;GSE165430;;pIDH-WT
GSM5033415;GSE165430;;pIDH-WT
GSM5033416;GSE165430;;pIDH-MUT
GSM5033417;GSE165430;;pIDH-WT
GSM5033418;GSE165430;;pIDH-WT
GSM5033419;GSE165430;;pIDH-WT
GSM5033420;GSE165430;;pIDH-WT
GSM5033421;GSE165430;;pIDH-WT
GSM5033422;GSE165430;;pIDH-MUT
GSM5033423;GSE165430;;pIDH-WT
GSM5033424;GSE165430;;pIDH-MUT
GSM5033425;GSE165430;;pIDH-WT
GSM5033426;GSE165430;;pIDH-MUT
GSM5033427;GSE165430;;pIDH-WT
GSM5033428;GSE165430;;pIDH-MUT
GSM5033429;GSE165430;;pIDH-WT
GSM5033430;GSE165430;;pIDH-WT
GSM5033431;GSE165430;;pIDH-WT
GSM5033432;GSE165430;;pIDH-WT
GSM5033433;GSE165430;;pIDH-WT
GSM5033434;GSE165430;;pIDH-WT
GSM5033435;GSE165430;;pIDH-WT
GSM5033436;GSE165430;;pIDH-MUT
GSM5033437;GSE165430;;pIDH-MUT
GSM5033438;GSE165430;;pIDH-WT
GSM5033439;GSE165430;;pIDH-WT
GSM5033440;GSE165430;;pIDH-WT
GSM5033441;GSE165430;;pIDH-WT
GSM5033442;GSE165430;;pIDH-WT
GSM5033443;GSE165430;;pIDH-MUT
GSM5033444;GSE165430;;pIDH-WT
GSM5033445;GSE165430;;pIDH-WT
GSM5033446;GSE165430;;pIDH-WT
GSM5033447;GSE165430;;pIDH-WT
GSM445920;GSE17855;;pIDH-WT
GSM445921;GSE17855;;pIDH-WT
GSM445922;GSE17855;;pIDH-WT
GSM445923;GSE17855;;pIDH-MUT
GSM445924;GSE17855;;pIDH-MUT
GSM445925;GSE17855;;pIDH-WT
GSM445926;GSE17855;;pIDH-WT
GSM445927;GSE17855;;pIDH-WT
GSM445928;GSE17855;;pIDH-WT
GSM445929;GSE17855;;pIDH-WT
GSM445930;GSE17855;;pIDH-MUT
GSM445931;GSE17855;;pIDH-WT
GSM445932;GSE17855;;pIDH-WT
GSM445933;GSE17855;;pIDH-WT
GSM445934;GSE17855;;pIDH-WT
GSM445935;GSE17855;;pIDH-WT
GSM445936;GSE17855;;pIDH-WT
GSM445937;GSE17855;;pIDH-WT
GSM445938;GSE17855;;pIDH-WT
GSM445939;GSE17855;;pIDH-WT
GSM445940;GSE17855;;pIDH-WT
GSM445941;GSE17855;;pIDH-WT
GSM445942;GSE17855;;pIDH-WT
GSM445943;GSE17855;;pIDH-WT
GSM445944;GSE17855;;pIDH-WT
GSM445945;GSE17855;;pIDH-WT
GSM445946;GSE17855;;pIDH-WT
GSM445947;GSE17855;;pIDH-WT
GSM445948;GSE17855;;pIDH-WT
GSM445949;GSE17855;;pIDH-WT
GSM445950;GSE17855;;pIDH-WT
GSM445951;GSE17855;;pIDH-WT
GSM445952;GSE17855;;pIDH-WT
GSM445953;GSE17855;;pIDH-WT
GSM445954;GSE17855;;pIDH-WT
GSM445955;GSE17855;;pIDH-WT
GSM445956;GSE17855;;pIDH-MUT
GSM445957;GSE17855;;pIDH-MUT
GSM445958;GSE17855;;pIDH-WT
GSM445959;GSE17855;;pIDH-WT
GSM445960;GSE17855;;pIDH-WT
GSM445961;GSE17855;;pIDH-WT
GSM445962;GSE17855;;pIDH-WT
GSM445963;GSE17855;;pIDH-WT
GSM445964;GSE17855;;pIDH-MUT
GSM445965;GSE17855;;pIDH-WT
GSM445966;GSE17855;;pIDH-WT
GSM445967;GSE17855;;pIDH-WT
GSM445968;GSE17855;;pIDH-WT
GSM445969;GSE17855;;pIDH-MUT
GSM445970;GSE17855;;pIDH-WT
GSM445971;GSE17855;;pIDH-MUT
GSM445972;GSE17855;;pIDH-WT
GSM445973;GSE17855;;pIDH-WT
GSM445974;GSE17855;;pIDH-WT
GSM445975;GSE17855;;pIDH-WT
GSM445976;GSE17855;;pIDH-MUT
GSM445977;GSE17855;;pIDH-WT
GSM445978;GSE17855;;pIDH-WT
GSM445979;GSE17855;;pIDH-WT
GSM445980;GSE17855;;pIDH-WT
GSM445981;GSE17855;;pIDH-WT
GSM445982;GSE17855;;pIDH-WT
GSM445983;GSE17855;;pIDH-WT
GSM445984;GSE17855;;pIDH-WT
GSM445985;GSE17855;;pIDH-MUT
GSM445986;GSE17855;;pIDH-WT
GSM445987;GSE17855;;pIDH-WT
GSM445988;GSE17855;;pIDH-MUT
GSM445989;GSE17855;;pIDH-WT
GSM445990;GSE17855;;pIDH-WT
GSM445991;GSE17855;;pIDH-WT
GSM445992;GSE17855;;pIDH-WT
GSM445993;GSE17855;;pIDH-WT
GSM445994;GSE17855;;pIDH-WT
GSM445995;GSE17855;;pIDH-WT
GSM445996;GSE17855;;pIDH-WT
GSM445997;GSE17855;;pIDH-MUT
GSM445998;GSE17855;;pIDH-MUT
GSM445999;GSE17855;;pIDH-MUT
GSM446000;GSE17855;;pIDH-WT
GSM446001;GSE17855;;pIDH-WT
GSM446002;GSE17855;;pIDH-MUT
GSM446003;GSE17855;;pIDH-WT
GSM446004;GSE17855;;pIDH-MUT
GSM446005;GSE17855;;pIDH-WT
GSM446006;GSE17855;;pIDH-WT
GSM446007;GSE17855;;pIDH-MUT
GSM446008;GSE17855;;pIDH-WT
GSM446009;GSE17855;;pIDH-WT
GSM446010;GSE17855;;pIDH-WT
GSM446011;GSE17855;;pIDH-WT
GSM446012;GSE17855;;pIDH-WT
GSM446013;GSE17855;;pIDH-WT
GSM446014;GSE17855;;pIDH-WT
GSM446015;GSE17855;;pIDH-WT
GSM446016;GSE17855;;pIDH-WT
GSM446017;GSE17855;;pIDH-WT
GSM446018;GSE17855;;pIDH-MUT
GSM446019;GSE17855;;pIDH-WT
GSM446020;GSE17855;;pIDH-MUT
GSM446021;GSE17855;;pIDH-WT
GSM446022;GSE17855;;pIDH-WT
GSM446023;GSE17855;;pIDH-WT
GSM446024;GSE17855;;pIDH-WT
GSM446025;GSE17855;;pIDH-WT
GSM446026;GSE17855;;pIDH-WT
GSM446027;GSE17855;;pIDH-WT
GSM446028;GSE17855;;pIDH-WT
GSM446029;GSE17855;;pIDH-MUT
GSM446030;GSE17855;;pIDH-MUT
GSM446031;GSE17855;;pIDH-WT
GSM446032;GSE17855;;pIDH-WT
GSM446033;GSE17855;;pIDH-WT
GSM446034;GSE17855;;pIDH-WT
GSM446035;GSE17855;;pIDH-WT
GSM446036;GSE17855;;pIDH-WT
GSM446037;GSE17855;;pIDH-MUT
GSM446038;GSE17855;;pIDH-WT
GSM446039;GSE17855;;pIDH-WT
GSM446040;GSE17855;;pIDH-WT
GSM446041;GSE17855;;pIDH-WT
GSM446042;GSE17855;;pIDH-WT
GSM446043;GSE17855;;pIDH-MUT
GSM446044;GSE17855;;pIDH-WT
GSM446045;GSE17855;;pIDH-WT
GSM446046;GSE17855;;pIDH-WT
GSM446047;GSE17855;;pIDH-WT
GSM446048;GSE17855;;pIDH-WT
GSM446049;GSE17855;;pIDH-WT
GSM446050;GSE17855;;pIDH-WT
GSM446051;GSE17855;;pIDH-WT
GSM446052;GSE17855;;pIDH-MUT
GSM446053;GSE17855;;pIDH-WT
GSM446054;GSE17855;;pIDH-WT
GSM446055;GSE17855;;pIDH-WT
GSM446056;GSE17855;;pIDH-WT
GSM446057;GSE17855;;pIDH-MUT
GSM446058;GSE17855;;pIDH-WT
GSM446059;GSE17855;;pIDH-WT
GSM446060;GSE17855;;pIDH-WT
GSM446061;GSE17855;;pIDH-WT
GSM446062;GSE17855;;pIDH-WT
GSM446063;GSE17855;;pIDH-WT
GSM446064;GSE17855;;pIDH-WT
GSM446065;GSE17855;;pIDH-WT
GSM446066;GSE17855;;pIDH-MUT
GSM446067;GSE17855;;pIDH-WT
GSM446068;GSE17855;;pIDH-MUT
GSM446069;GSE17855;;pIDH-MUT
GSM446070;GSE17855;;pIDH-MUT
GSM446071;GSE17855;;pIDH-WT
GSM446072;GSE17855;;pIDH-WT
GSM446073;GSE17855;;pIDH-WT
GSM446074;GSE17855;;pIDH-MUT
GSM446075;GSE17855;;pIDH-WT
GSM446076;GSE17855;;pIDH-WT
GSM446077;GSE17855;;pIDH-WT
GSM446078;GSE17855;;pIDH-WT
GSM446079;GSE17855;;pIDH-WT
GSM446080;GSE17855;;pIDH-MUT
GSM446081;GSE17855;;pIDH-WT
GSM446082;GSE17855;;pIDH-WT
GSM446083;GSE17855;;pIDH-WT
GSM446084;GSE17855;;pIDH-WT
GSM446085;GSE17855;;pIDH-WT
GSM446086;GSE17855;;pIDH-MUT
GSM446087;GSE17855;;pIDH-WT
GSM446088;GSE17855;;pIDH-WT
GSM446089;GSE17855;;pIDH-WT
GSM446090;GSE17855;;pIDH-MUT
GSM446091;GSE17855;;pIDH-WT
GSM446092;GSE17855;;pIDH-MUT
GSM446093;GSE17855;;pIDH-WT
GSM446094;GSE17855;;pIDH-MUT
GSM446095;GSE17855;;pIDH-MUT
GSM446096;GSE17855;;pIDH-WT
GSM446097;GSE17855;;pIDH-WT
GSM446098;GSE17855;;pIDH-WT
GSM446099;GSE17855;;pIDH-WT
GSM446100;GSE17855;;pIDH-MUT
GSM446101;GSE17855;;pIDH-MUT
GSM446102;GSE17855;;pIDH-WT
GSM446103;GSE17855;;pIDH-WT
GSM446104;GSE17855;;pIDH-MUT
GSM446105;GSE17855;;pIDH-WT
GSM446106;GSE17855;;pIDH-WT
GSM446107;GSE17855;;pIDH-WT
GSM446108;GSE17855;;pIDH-WT
GSM446109;GSE17855;;pIDH-WT
GSM446110;GSE17855;;pIDH-WT
GSM446111;GSE17855;;pIDH-WT
GSM446112;GSE17855;;pIDH-MUT
GSM446113;GSE17855;;pIDH-MUT
GSM446114;GSE17855;;pIDH-MUT
GSM446115;GSE17855;;pIDH-WT
GSM446116;GSE17855;;pIDH-WT
GSM446117;GSE17855;;pIDH-WT
GSM446118;GSE17855;;pIDH-WT
GSM446119;GSE17855;;pIDH-WT
GSM446120;GSE17855;;pIDH-WT
GSM446121;GSE17855;;pIDH-WT
GSM446122;GSE17855;;pIDH-WT
GSM446123;GSE17855;;pIDH-WT
GSM446124;GSE17855;;pIDH-WT
GSM446125;GSE17855;;pIDH-WT
GSM446126;GSE17855;;pIDH-WT
GSM446127;GSE17855;;pIDH-WT
GSM446128;GSE17855;;pIDH-WT
GSM446129;GSE17855;;pIDH-WT
GSM446130;GSE17855;;pIDH-WT
GSM446131;GSE17855;;pIDH-WT
GSM446132;GSE17855;;pIDH-MUT
GSM446133;GSE17855;;pIDH-MUT
GSM446134;GSE17855;;pIDH-MUT
GSM446135;GSE17855;;pIDH-WT
GSM446136;GSE17855;;pIDH-WT
GSM446137;GSE17855;;pIDH-MUT
GSM446138;GSE17855;;pIDH-WT
GSM446139;GSE17855;;pIDH-WT
GSM446140;GSE17855;;pIDH-MUT
GSM446141;GSE17855;;pIDH-WT
GSM446142;GSE17855;;pIDH-WT
GSM446143;GSE17855;;pIDH-WT
GSM446144;GSE17855;;pIDH-MUT
GSM446145;GSE17855;;pIDH-WT
GSM446146;GSE17855;;pIDH-WT
GSM446147;GSE17855;;pIDH-WT
GSM446148;GSE17855;;pIDH-MUT
GSM446149;GSE17855;;pIDH-WT
GSM446150;GSE17855;;pIDH-WT
GSM446151;GSE17855;;pIDH-WT
GSM446152;GSE17855;;pIDH-WT
GSM446153;GSE17855;;pIDH-WT
GSM446154;GSE17855;;pIDH-WT
GSM446155;GSE17855;;pIDH-MUT
GSM446156;GSE17855;;pIDH-WT
GSM6689701;GSE216738;;pIDH-WT
GSM6689702;GSE216738;;pIDH-WT
GSM6689703;GSE216738;;pIDH-WT
GSM6689704;GSE216738;;pIDH-WT
GSM6689705;GSE216738;;pIDH-WT
GSM6689706;GSE216738;;pIDH-WT
GSM6689707;GSE216738;;pIDH-WT
GSM6689708;GSE216738;;pIDH-WT
GSM6689709;GSE216738;;pIDH-WT
GSM6689710;GSE216738;;pIDH-WT
GSM6689711;GSE216738;;pIDH-WT
GSM6689712;GSE216738;;pIDH-WT
GSM6689713;GSE216738;;pIDH-WT
GSM6689714;GSE216738;;pIDH-WT
GSM6689715;GSE216738;;pIDH-WT
GSM6689716;GSE216738;;pIDH-WT
GSM6689717;GSE216738;;pIDH-MUT
GSM6689718;GSE216738;;pIDH-WT
GSM6689719;GSE216738;;pIDH-MUT
GSM6689720;GSE216738;;pIDH-MUT
GSM6689721;GSE216738;;pIDH-WT
GSM6689722;GSE216738;;pIDH-WT
GSM6689723;GSE216738;;pIDH-WT
GSM6689724;GSE216738;;pIDH-WT
GSM6689725;GSE216738;;pIDH-MUT
GSM6689726;GSE216738;;pIDH-WT
GSM6689727;GSE216738;;pIDH-WT
GSM6689728;GSE216738;;pIDH-WT
GSM6689729;GSE216738;;pIDH-WT
GSM6689730;GSE216738;;pIDH-WT
GSM6689731;GSE216738;;pIDH-WT
GSM6689732;GSE216738;;pIDH-WT
GSM6689733;GSE216738;;pIDH-WT
GSM6689734;GSE216738;;pIDH-WT
GSM6689735;GSE216738;;pIDH-MUT
GSM6689736;GSE216738;;pIDH-WT
GSM6689737;GSE216738;;pIDH-WT
GSM6689738;GSE216738;;pIDH-WT
GSM6689739;GSE216738;;pIDH-MUT
GSM6689740;GSE216738;;pIDH-WT
GSM6689741;GSE216738;;pIDH-WT
GSM6689742;GSE216738;;pIDH-WT
GSM6689743;GSE216738;;pIDH-WT
GSM6689744;GSE216738;;pIDH-WT
GSM6689745;GSE216738;;pIDH-WT
GSM6689746;GSE216738;;pIDH-WT
GSM6689747;GSE216738;;pIDH-WT
GSM6689748;GSE216738;;pIDH-WT
GSM6689749;GSE216738;;pIDH-WT
GSM6689750;GSE216738;;pIDH-WT
GSM6689751;GSE216738;;pIDH-WT
GSM6689752;GSE216738;;pIDH-WT
GSM6689753;GSE216738;;pIDH-WT
GSM6689754;GSE216738;;pIDH-WT
GSM6689755;GSE216738;;pIDH-WT
GSM6689756;GSE216738;;pIDH-WT
GSM6689757;GSE216738;;pIDH-WT
GSM6689758;GSE216738;;pIDH-WT
GSM6689759;GSE216738;;pIDH-WT
GSM6689760;GSE216738;;pIDH-WT
GSM6689761;GSE216738;;pIDH-WT
GSM6689762;GSE216738;;pIDH-MUT
GSM6689763;GSE216738;;pIDH-WT
GSM6689764;GSE216738;;pIDH-WT
GSM6689765;GSE216738;;pIDH-WT
GSM6689766;GSE216738;;pIDH-MUT
GSM6689767;GSE216738;;pIDH-WT
GSM6689768;GSE216738;;pIDH-MUT
GSM6689769;GSE216738;;pIDH-WT
GSM6689770;GSE216738;;pIDH-WT
GSM6689771;GSE216738;;pIDH-WT
GSM6689772;GSE216738;;pIDH-WT
GSM6689773;GSE216738;;pIDH-WT
GSM6689774;GSE216738;;pIDH-WT
GSM6689775;GSE216738;;pIDH-WT
GSM6689776;GSE216738;;pIDH-MUT
GSM6689777;GSE216738;;pIDH-WT
GSM6689778;GSE216738;;pIDH-WT
GSM6689779;GSE216738;;pIDH-WT
GSM6689780;GSE216738;;pIDH-WT
GSM6689781;GSE216738;;pIDH-WT
GSM6689782;GSE216738;;pIDH-WT
GSM6689783;GSE216738;;pIDH-WT
GSM6689784;GSE216738;;pIDH-WT
GSM6689785;GSE216738;;pIDH-WT
GSM6689786;GSE216738;;pIDH-WT
GSM6689787;GSE216738;;pIDH-WT
GSM6689788;GSE216738;;pIDH-WT
GSM6689789;GSE216738;;pIDH-MUT
GSM6689790;GSE216738;;pIDH-MUT
GSM6689791;GSE216738;;pIDH-WT
GSM6689792;GSE216738;;pIDH-WT
GSM6689793;GSE216738;;pIDH-WT
GSM6689794;GSE216738;;pIDH-WT
GSM6689795;GSE216738;;pIDH-MUT
GSM6689796;GSE216738;;pIDH-WT
GSM6689797;GSE216738;;pIDH-WT
GSM6689798;GSE216738;;pIDH-WT
GSM6689799;GSE216738;;pIDH-WT
GSM6689800;GSE216738;;pIDH-WT
GSM6689801;GSE216738;;pIDH-WT
GSM6689802;GSE216738;;pIDH-WT
GSM6689803;GSE216738;;pIDH-WT
GSM6689804;GSE216738;;pIDH-WT
GSM6689805;GSE216738;;pIDH-WT
GSM6689806;GSE216738;;pIDH-MUT
GSM6689807;GSE216738;;pIDH-WT
GSM6689808;GSE216738;;pIDH-WT
GSM6689809;GSE216738;;pIDH-WT
GSM6689810;GSE216738;;pIDH-WT
GSM6689811;GSE216738;;pIDH-WT
GSM6689812;GSE216738;;pIDH-WT
GSM6689813;GSE216738;;pIDH-WT
GSM6689814;GSE216738;;pIDH-WT
GSM6689815;GSE216738;;pIDH-WT
GSM6689816;GSE216738;;pIDH-WT
GSM6689817;GSE216738;;pIDH-WT
GSM6689818;GSE216738;;pIDH-WT
GSM6689819;GSE216738;;pIDH-MUT
GSM6689820;GSE216738;;pIDH-WT
GSM6689821;GSE216738;;pIDH-WT
GSM6689822;GSE216738;;pIDH-WT
GSM6689823;GSE216738;;pIDH-MUT
GSM6689824;GSE216738;;pIDH-WT
GSM6689825;GSE216738;;pIDH-MUT
GSM6689826;GSE216738;;pIDH-MUT
GSM6689827;GSE216738;;pIDH-WT
GSM6689828;GSE216738;;pIDH-WT
GSM6689829;GSE216738;;pIDH-WT
GSM6689830;GSE216738;;pIDH-WT
GSM6689831;GSE216738;;pIDH-WT
GSM6689832;GSE216738;;pIDH-MUT
GSM6689833;GSE216738;;pIDH-WT
GSM6689834;GSE216738;;pIDH-MUT
